oa11,Final_Rurality,FundingStreamEligibilty
E00011147,Urban,UCEF
E00011148,Urban,UCEF
E00011149,Urban,UCEF
E00011150,Urban,UCEF
E00011151,Urban,UCEF
E00011152,Urban,UCEF
E00011153,Urban,UCEF
E00011154,Urban,UCEF
E00011155,Urban,UCEF
E00011156,Urban,UCEF
E00011157,Urban,UCEF
E00011158,Urban,UCEF
E00011159,Urban,UCEF
E00011160,Urban,UCEF
E00011161,Urban,UCEF
E00011162,Urban,UCEF
E00011163,Urban,UCEF
E00011164,Urban,UCEF
E00011165,Urban,UCEF
E00011166,Urban,UCEF
E00011167,Urban,UCEF
E00011168,Urban,UCEF
E00011169,Urban,UCEF
E00011170,Urban,UCEF
E00011171,Urban,UCEF
E00011172,Urban,UCEF
E00011173,Urban,UCEF
E00011174,Urban,UCEF
E00011175,Urban,UCEF
E00011176,Urban,UCEF
E00011177,Urban,UCEF
E00011178,Urban,UCEF
E00011179,Urban,UCEF
E00011180,Urban,UCEF
E00011181,Urban,UCEF
E00011182,Urban,UCEF
E00011183,Urban,UCEF
E00011184,Urban,UCEF
E00011185,Urban,UCEF
E00011186,Urban,UCEF
E00011187,Urban,UCEF
E00011188,Urban,UCEF
E00011189,Urban,UCEF
E00011190,Urban,UCEF
E00011191,Urban,UCEF
E00011192,Urban,UCEF
E00011193,Urban,UCEF
E00011194,Urban,UCEF
E00011197,Urban,UCEF
E00011198,Urban,UCEF
E00011199,Urban,UCEF
E00011200,Urban,UCEF
E00011201,Urban,UCEF
E00011202,Urban,UCEF
E00011203,Urban,UCEF
E00011204,Urban,UCEF
E00011205,Urban,UCEF
E00011206,Urban,UCEF
E00011207,Urban,UCEF
E00011208,Urban,UCEF
E00011209,Urban,UCEF
E00011210,Urban,UCEF
E00011211,Urban,UCEF
E00011212,Urban,UCEF
E00011213,Urban,UCEF
E00011214,Urban,UCEF
E00011215,Urban,UCEF
E00011216,Urban,UCEF
E00011217,Urban,UCEF
E00011218,Urban,UCEF
E00011219,Urban,UCEF
E00011220,Urban,UCEF
E00011221,Urban,UCEF
E00011222,Urban,UCEF
E00011223,Urban,UCEF
E00011224,Urban,UCEF
E00011225,Urban,UCEF
E00011226,Urban,UCEF
E00011228,Urban,UCEF
E00011229,Urban,UCEF
E00011230,Urban,UCEF
E00011231,Urban,UCEF
E00011232,Urban,UCEF
E00011233,Urban,UCEF
E00011234,Urban,UCEF
E00011235,Urban,UCEF
E00011237,Urban,UCEF
E00011238,Urban,UCEF
E00011239,Urban,UCEF
E00011240,Urban,UCEF
E00011241,Urban,UCEF
E00011242,Urban,UCEF
E00011243,Urban,UCEF
E00011244,Urban,UCEF
E00011245,Urban,UCEF
E00011246,Urban,UCEF
E00011247,Urban,UCEF
E00011248,Urban,UCEF
E00011249,Urban,UCEF
E00011250,Urban,UCEF
E00011251,Urban,UCEF
E00011252,Urban,UCEF
E00011253,Urban,UCEF
E00011254,Urban,UCEF
E00011255,Urban,UCEF
E00011256,Urban,UCEF
E00011257,Urban,UCEF
E00011258,Urban,UCEF
E00011259,Urban,UCEF
E00011260,Urban,UCEF
E00011261,Urban,UCEF
E00011262,Urban,UCEF
E00011263,Urban,UCEF
E00011264,Urban,UCEF
E00011265,Urban,UCEF
E00011266,Urban,UCEF
E00011267,Urban,UCEF
E00011268,Urban,UCEF
E00011269,Urban,UCEF
E00011270,Urban,UCEF
E00011271,Urban,UCEF
E00011272,Urban,UCEF
E00011273,Urban,UCEF
E00011274,Urban,UCEF
E00011275,Urban,UCEF
E00011276,Urban,UCEF
E00011277,Urban,UCEF
E00011278,Urban,UCEF
E00011279,Urban,UCEF
E00011280,Urban,UCEF
E00011281,Urban,UCEF
E00011282,Urban,UCEF
E00011283,Urban,UCEF
E00011284,Urban,UCEF
E00011285,Urban,UCEF
E00011286,Urban,UCEF
E00011287,Urban,UCEF
E00011288,Urban,UCEF
E00011289,Urban,UCEF
E00011290,Urban,UCEF
E00011291,Urban,UCEF
E00011292,Urban,UCEF
E00011293,Urban,UCEF
E00011294,Urban,UCEF
E00011295,Urban,UCEF
E00011296,Urban,UCEF
E00011297,Urban,UCEF
E00011298,Urban,UCEF
E00011299,Urban,UCEF
E00011300,Urban,UCEF
E00011301,Urban,UCEF
E00011302,Urban,UCEF
E00011303,Urban,UCEF
E00011304,Urban,UCEF
E00011305,Urban,UCEF
E00011306,Urban,UCEF
E00011307,Urban,UCEF
E00011308,Urban,UCEF
E00011309,Urban,UCEF
E00011310,Urban,UCEF
E00011311,Urban,UCEF
E00011312,Urban,UCEF
E00011313,Urban,UCEF
E00011314,Urban,UCEF
E00011315,Urban,UCEF
E00011316,Urban,UCEF
E00011317,Urban,UCEF
E00011318,Urban,UCEF
E00011319,Urban,UCEF
E00011320,Urban,UCEF
E00011321,Urban,UCEF
E00011322,Urban,UCEF
E00011323,Urban,UCEF
E00011324,Urban,UCEF
E00011325,Urban,UCEF
E00011326,Urban,UCEF
E00011327,Urban,UCEF
E00011328,Urban,UCEF
E00011329,Urban,UCEF
E00011330,Urban,UCEF
E00011331,Urban,UCEF
E00011332,Urban,UCEF
E00011333,Urban,UCEF
E00011334,Urban,UCEF
E00011335,Urban,UCEF
E00011336,Urban,UCEF
E00011337,Urban,UCEF
E00011338,Urban,UCEF
E00011339,Urban,UCEF
E00011340,Urban,UCEF
E00011341,Urban,UCEF
E00011342,Urban,UCEF
E00011343,Urban,UCEF
E00011344,Urban,UCEF
E00011345,Urban,UCEF
E00011346,Urban,UCEF
E00011347,Urban,UCEF
E00011348,Urban,UCEF
E00011349,Urban,UCEF
E00011350,Urban,UCEF
E00011351,Urban,UCEF
E00011352,Urban,UCEF
E00011353,Urban,UCEF
E00011354,Urban,UCEF
E00011355,Urban,UCEF
E00011356,Urban,UCEF
E00011357,Urban,UCEF
E00011358,Urban,UCEF
E00011359,Urban,UCEF
E00011360,Urban,UCEF
E00011361,Urban,UCEF
E00011362,Urban,UCEF
E00011363,Urban,UCEF
E00011364,Urban,UCEF
E00011365,Urban,UCEF
E00011366,Rural,NotUCEF
E00011367,Urban,UCEF
E00011368,Urban,UCEF
E00011369,Urban,UCEF
E00011370,Urban,UCEF
E00011371,Urban,UCEF
E00011372,Urban,UCEF
E00011373,Urban,UCEF
E00011374,Urban,UCEF
E00011375,Urban,UCEF
E00011376,Urban,UCEF
E00011377,Urban,UCEF
E00011378,Urban,UCEF
E00011379,Urban,UCEF
E00011380,Urban,UCEF
E00011381,Urban,UCEF
E00011382,Urban,UCEF
E00011383,Urban,UCEF
E00011384,Urban,UCEF
E00011385,Urban,UCEF
E00011386,Urban,UCEF
E00011387,Urban,UCEF
E00011388,Urban,UCEF
E00011389,Urban,UCEF
E00011390,Urban,UCEF
E00011391,Urban,UCEF
E00011392,Urban,UCEF
E00011393,Urban,UCEF
E00011394,Urban,UCEF
E00011395,Urban,UCEF
E00011396,Urban,UCEF
E00011397,Urban,UCEF
E00011398,Urban,UCEF
E00011399,Urban,UCEF
E00011400,Urban,UCEF
E00011401,Urban,UCEF
E00011402,Urban,UCEF
E00011403,Urban,UCEF
E00011404,Urban,UCEF
E00011405,Urban,UCEF
E00011406,Urban,UCEF
E00011407,Urban,UCEF
E00011408,Urban,UCEF
E00011409,Urban,UCEF
E00011410,Urban,UCEF
E00011411,Urban,UCEF
E00011412,Urban,UCEF
E00011413,Urban,UCEF
E00011414,Urban,UCEF
E00011415,Urban,UCEF
E00011416,Urban,UCEF
E00011417,Urban,UCEF
E00011418,Urban,UCEF
E00011419,Urban,UCEF
E00011420,Urban,UCEF
E00011421,Urban,UCEF
E00011422,Urban,UCEF
E00011423,Urban,UCEF
E00011424,Urban,UCEF
E00011425,Urban,UCEF
E00011426,Urban,UCEF
E00011427,Urban,UCEF
E00011428,Urban,UCEF
E00011429,Urban,UCEF
E00011430,Urban,UCEF
E00011431,Urban,UCEF
E00011432,Urban,UCEF
E00011433,Urban,UCEF
E00011434,Urban,UCEF
E00011435,Urban,UCEF
E00011436,Urban,UCEF
E00011437,Urban,UCEF
E00011438,Urban,UCEF
E00011439,Urban,UCEF
E00011440,Urban,UCEF
E00011441,Urban,UCEF
E00011442,Urban,UCEF
E00011443,Urban,UCEF
E00011444,Urban,UCEF
E00011445,Urban,UCEF
E00011446,Urban,UCEF
E00011447,Urban,UCEF
E00011448,Urban,UCEF
E00011449,Urban,UCEF
E00011450,Urban,UCEF
E00011451,Urban,UCEF
E00011452,Rural,NotUCEF
E00011453,Urban,UCEF
E00011454,Urban,UCEF
E00011455,Urban,UCEF
E00011456,Urban,UCEF
E00011457,Urban,UCEF
E00011458,Urban,UCEF
E00011459,Urban,UCEF
E00011460,Urban,UCEF
E00011461,Urban,UCEF
E00011462,Urban,UCEF
E00011463,Urban,UCEF
E00011464,Urban,UCEF
E00011465,Urban,UCEF
E00011466,Urban,UCEF
E00011467,Urban,UCEF
E00011468,Urban,UCEF
E00011469,Urban,UCEF
E00011470,Urban,UCEF
E00011471,Urban,UCEF
E00011472,Urban,UCEF
E00011473,Urban,UCEF
E00011474,Urban,UCEF
E00011475,Urban,UCEF
E00011476,Urban,UCEF
E00011477,Urban,UCEF
E00011478,Urban,UCEF
E00011479,Urban,UCEF
E00011480,Urban,UCEF
E00011481,Urban,UCEF
E00011482,Urban,UCEF
E00011483,Urban,UCEF
E00011484,Urban,UCEF
E00011485,Urban,UCEF
E00011486,Urban,UCEF
E00011487,Urban,UCEF
E00011488,Urban,UCEF
E00011489,Urban,UCEF
E00011490,Urban,UCEF
E00011491,Urban,UCEF
E00011492,Rural,NotUCEF
E00011493,Urban,UCEF
E00011494,Urban,UCEF
E00011495,Urban,UCEF
E00011496,Urban,UCEF
E00011497,Urban,UCEF
E00011498,Urban,UCEF
E00011499,Urban,UCEF
E00011500,Urban,UCEF
E00011501,Urban,UCEF
E00011502,Urban,UCEF
E00011503,Urban,UCEF
E00011504,Urban,UCEF
E00011505,Urban,UCEF
E00011506,Urban,UCEF
E00011507,Urban,UCEF
E00011508,Urban,UCEF
E00011509,Urban,UCEF
E00011510,Urban,UCEF
E00011511,Urban,UCEF
E00011512,Urban,UCEF
E00011513,Urban,UCEF
E00011515,Urban,UCEF
E00011516,Urban,UCEF
E00011517,Urban,UCEF
E00011518,Urban,UCEF
E00011519,Urban,UCEF
E00011520,Urban,UCEF
E00011521,Urban,UCEF
E00011522,Urban,UCEF
E00011523,Urban,UCEF
E00011524,Urban,UCEF
E00011525,Urban,UCEF
E00011526,Urban,UCEF
E00011527,Urban,UCEF
E00011528,Urban,UCEF
E00011529,Urban,UCEF
E00011530,Urban,UCEF
E00011531,Urban,UCEF
E00011532,Urban,UCEF
E00011533,Urban,UCEF
E00011534,Urban,UCEF
E00011535,Urban,UCEF
E00011536,Urban,UCEF
E00011537,Urban,UCEF
E00011538,Urban,UCEF
E00011539,Urban,UCEF
E00011540,Urban,UCEF
E00011541,Urban,UCEF
E00011542,Urban,UCEF
E00011543,Urban,UCEF
E00011544,Urban,UCEF
E00011545,Urban,UCEF
E00011546,Urban,UCEF
E00011547,Urban,UCEF
E00011548,Urban,UCEF
E00011549,Urban,UCEF
E00011550,Rural,NotUCEF
E00011551,Urban,UCEF
E00011552,Urban,UCEF
E00011553,Urban,UCEF
E00011554,Urban,UCEF
E00011555,Urban,UCEF
E00011556,Urban,UCEF
E00011557,Urban,UCEF
E00011558,Urban,UCEF
E00011559,Urban,UCEF
E00011560,Urban,UCEF
E00011561,Urban,UCEF
E00011562,Urban,UCEF
E00011563,Urban,UCEF
E00011564,Urban,UCEF
E00011565,Urban,UCEF
E00011566,Urban,UCEF
E00011567,Urban,UCEF
E00011568,Urban,UCEF
E00011569,Urban,UCEF
E00011570,Urban,UCEF
E00011571,Urban,UCEF
E00011572,Urban,UCEF
E00011573,Urban,UCEF
E00011574,Urban,UCEF
E00011575,Urban,UCEF
E00011576,Urban,UCEF
E00011577,Urban,UCEF
E00011578,Urban,UCEF
E00011579,Urban,UCEF
E00011580,Urban,UCEF
E00011581,Urban,UCEF
E00011582,Urban,UCEF
E00011583,Urban,UCEF
E00011584,Urban,UCEF
E00011585,Urban,UCEF
E00011586,Urban,UCEF
E00011587,Urban,UCEF
E00011588,Urban,UCEF
E00011589,Urban,UCEF
E00011590,Urban,UCEF
E00011591,Urban,UCEF
E00011592,Urban,UCEF
E00011593,Urban,UCEF
E00011594,Urban,UCEF
E00011595,Urban,UCEF
E00011596,Urban,UCEF
E00011597,Urban,UCEF
E00011598,Urban,UCEF
E00011599,Urban,UCEF
E00011601,Urban,UCEF
E00011602,Urban,UCEF
E00011603,Urban,UCEF
E00011604,Urban,UCEF
E00011605,Urban,UCEF
E00011606,Urban,UCEF
E00011607,Urban,UCEF
E00011608,Urban,UCEF
E00011609,Urban,UCEF
E00011610,Urban,UCEF
E00011611,Urban,UCEF
E00011612,Urban,UCEF
E00011613,Urban,UCEF
E00011614,Urban,UCEF
E00011615,Urban,UCEF
E00011616,Urban,UCEF
E00011617,Urban,UCEF
E00011618,Urban,UCEF
E00011619,Urban,UCEF
E00011620,Urban,UCEF
E00011621,Urban,UCEF
E00011622,Urban,UCEF
E00011623,Urban,UCEF
E00011624,Urban,UCEF
E00011625,Urban,UCEF
E00011626,Urban,UCEF
E00011627,Urban,UCEF
E00011628,Urban,UCEF
E00011629,Urban,UCEF
E00011630,Urban,UCEF
E00011631,Urban,UCEF
E00011632,Urban,UCEF
E00011633,Urban,UCEF
E00011634,Urban,UCEF
E00011635,Urban,UCEF
E00011636,Urban,UCEF
E00011637,Urban,UCEF
E00011638,Urban,UCEF
E00011639,Urban,UCEF
E00011640,Urban,UCEF
E00011641,Urban,UCEF
E00011642,Urban,UCEF
E00011643,Urban,UCEF
E00011644,Urban,UCEF
E00011645,Urban,UCEF
E00011646,Urban,UCEF
E00011647,Urban,UCEF
E00011648,Urban,UCEF
E00011649,Urban,UCEF
E00011650,Urban,UCEF
E00011651,Urban,UCEF
E00011652,Urban,UCEF
E00011653,Urban,UCEF
E00011654,Urban,UCEF
E00011655,Urban,UCEF
E00011656,Urban,UCEF
E00011657,Urban,UCEF
E00011658,Urban,UCEF
E00011659,Urban,UCEF
E00011660,Urban,UCEF
E00011661,Urban,UCEF
E00011662,Urban,UCEF
E00011663,Urban,UCEF
E00011664,Urban,UCEF
E00011665,Urban,UCEF
E00011666,Urban,UCEF
E00011667,Urban,UCEF
E00011668,Urban,UCEF
E00011669,Urban,UCEF
E00011670,Urban,UCEF
E00011671,Urban,UCEF
E00011672,Urban,UCEF
E00011673,Urban,UCEF
E00011674,Urban,UCEF
E00011675,Urban,UCEF
E00011676,Urban,UCEF
E00011677,Urban,UCEF
E00011678,Urban,UCEF
E00011679,Urban,UCEF
E00011680,Urban,UCEF
E00011681,Urban,UCEF
E00011682,Urban,UCEF
E00011683,Urban,UCEF
E00011684,Urban,UCEF
E00011685,Urban,UCEF
E00011686,Urban,UCEF
E00011687,Urban,UCEF
E00011688,Urban,UCEF
E00011689,Urban,UCEF
E00011690,Urban,UCEF
E00011691,Urban,UCEF
E00011692,Urban,UCEF
E00011693,Urban,UCEF
E00011694,Urban,UCEF
E00011695,Rural,NotUCEF
E00011696,Urban,UCEF
E00011697,Urban,UCEF
E00011698,Urban,UCEF
E00011699,Urban,UCEF
E00011700,Urban,UCEF
E00011701,Urban,UCEF
E00011702,Urban,UCEF
E00011703,Urban,UCEF
E00011704,Urban,UCEF
E00011705,Urban,UCEF
E00011706,Urban,UCEF
E00011707,Urban,UCEF
E00011708,Urban,UCEF
E00011709,Urban,UCEF
E00011710,Urban,UCEF
E00011711,Urban,UCEF
E00011712,Urban,UCEF
E00011713,Urban,UCEF
E00011714,Urban,UCEF
E00011715,Urban,UCEF
E00011716,Urban,UCEF
E00011717,Urban,UCEF
E00011718,Urban,UCEF
E00011719,Urban,UCEF
E00011720,Urban,UCEF
E00011721,Urban,UCEF
E00011722,Urban,UCEF
E00011723,Urban,UCEF
E00011724,Urban,UCEF
E00011725,Urban,UCEF
E00011726,Urban,UCEF
E00011727,Urban,UCEF
E00011728,Urban,UCEF
E00011729,Urban,UCEF
E00011730,Urban,UCEF
E00011731,Urban,UCEF
E00011732,Urban,UCEF
E00011733,Urban,UCEF
E00011734,Urban,UCEF
E00011735,Urban,UCEF
E00011736,Urban,UCEF
E00011737,Urban,UCEF
E00011739,Urban,UCEF
E00011740,Urban,UCEF
E00011741,Urban,UCEF
E00011743,Urban,UCEF
E00011744,Urban,UCEF
E00011745,Urban,UCEF
E00011746,Urban,UCEF
E00011747,Urban,UCEF
E00011748,Urban,UCEF
E00011749,Urban,UCEF
E00011750,Urban,UCEF
E00011751,Urban,UCEF
E00011753,Urban,UCEF
E00011754,Urban,UCEF
E00011755,Urban,UCEF
E00011756,Urban,UCEF
E00011757,Urban,UCEF
E00011758,Urban,UCEF
E00011759,Urban,UCEF
E00011760,Urban,UCEF
E00011761,Urban,UCEF
E00011762,Urban,UCEF
E00011763,Urban,UCEF
E00011764,Urban,UCEF
E00011765,Urban,UCEF
E00011766,Urban,UCEF
E00011767,Urban,UCEF
E00011768,Urban,UCEF
E00011769,Urban,UCEF
E00011770,Urban,UCEF
E00011771,Urban,UCEF
E00011772,Urban,UCEF
E00011773,Urban,UCEF
E00011774,Urban,UCEF
E00011775,Urban,UCEF
E00011776,Urban,UCEF
E00011777,Urban,UCEF
E00011778,Urban,UCEF
E00011779,Urban,UCEF
E00011780,Urban,UCEF
E00011781,Urban,UCEF
E00011782,Urban,UCEF
E00011783,Urban,UCEF
E00011784,Urban,UCEF
E00011785,Urban,UCEF
E00011786,Urban,UCEF
E00011787,Urban,UCEF
E00011788,Urban,UCEF
E00011789,Urban,UCEF
E00011790,Urban,UCEF
E00011791,Urban,UCEF
E00011792,Urban,UCEF
E00011793,Urban,UCEF
E00011794,Urban,UCEF
E00011795,Urban,UCEF
E00011796,Urban,UCEF
E00011797,Urban,UCEF
E00011798,Urban,UCEF
E00011799,Urban,UCEF
E00011800,Urban,UCEF
E00011801,Urban,UCEF
E00011802,Urban,UCEF
E00011803,Urban,UCEF
E00011804,Urban,UCEF
E00011805,Urban,UCEF
E00011806,Urban,UCEF
E00011807,Urban,UCEF
E00011808,Urban,UCEF
E00011809,Urban,UCEF
E00011810,Urban,UCEF
E00011811,Urban,UCEF
E00011812,Urban,UCEF
E00011813,Urban,UCEF
E00011814,Urban,UCEF
E00011815,Urban,UCEF
E00011816,Urban,UCEF
E00011817,Urban,UCEF
E00011818,Urban,UCEF
E00011819,Urban,UCEF
E00011820,Urban,UCEF
E00011821,Urban,UCEF
E00011822,Urban,UCEF
E00011823,Urban,UCEF
E00011824,Urban,UCEF
E00011825,Urban,UCEF
E00011826,Urban,UCEF
E00011827,Urban,UCEF
E00011828,Urban,UCEF
E00011829,Urban,UCEF
E00011830,Urban,UCEF
E00011831,Urban,UCEF
E00011832,Urban,UCEF
E00011833,Urban,UCEF
E00011834,Urban,UCEF
E00011835,Urban,UCEF
E00011836,Urban,UCEF
E00011837,Urban,UCEF
E00011838,Urban,UCEF
E00011839,Urban,UCEF
E00011840,Urban,UCEF
E00011841,Urban,UCEF
E00011842,Urban,UCEF
E00011843,Urban,UCEF
E00011844,Urban,UCEF
E00011845,Urban,UCEF
E00011846,Urban,UCEF
E00011847,Urban,UCEF
E00011848,Urban,UCEF
E00011849,Urban,UCEF
E00011850,Urban,UCEF
E00011851,Urban,UCEF
E00011852,Urban,UCEF
E00011853,Urban,UCEF
E00011854,Urban,UCEF
E00011855,Urban,UCEF
E00011856,Urban,UCEF
E00011857,Urban,UCEF
E00011858,Urban,UCEF
E00011859,Urban,UCEF
E00011860,Urban,UCEF
E00011861,Urban,UCEF
E00011862,Urban,UCEF
E00011863,Urban,UCEF
E00011864,Urban,UCEF
E00011865,Urban,UCEF
E00011866,Urban,UCEF
E00011867,Urban,UCEF
E00011868,Urban,UCEF
E00011869,Urban,UCEF
E00011870,Urban,UCEF
E00011871,Urban,UCEF
E00011873,Urban,UCEF
E00011874,Urban,UCEF
E00011875,Urban,UCEF
E00011876,Urban,UCEF
E00011878,Urban,UCEF
E00011879,Urban,UCEF
E00011880,Urban,UCEF
E00011881,Urban,UCEF
E00011882,Urban,UCEF
E00011883,Urban,UCEF
E00011884,Urban,UCEF
E00011885,Urban,UCEF
E00011886,Urban,UCEF
E00011887,Urban,UCEF
E00011888,Urban,UCEF
E00011889,Urban,UCEF
E00011890,Urban,UCEF
E00011891,Urban,UCEF
E00011892,Urban,UCEF
E00011893,Urban,UCEF
E00011894,Urban,UCEF
E00011895,Urban,UCEF
E00011896,Urban,UCEF
E00011897,Urban,UCEF
E00011898,Urban,UCEF
E00011899,Urban,UCEF
E00011900,Urban,UCEF
E00011901,Urban,UCEF
E00011902,Urban,UCEF
E00011903,Urban,UCEF
E00011904,Urban,UCEF
E00011905,Urban,UCEF
E00011906,Urban,UCEF
E00011907,Urban,UCEF
E00011908,Urban,UCEF
E00011909,Urban,UCEF
E00011910,Urban,UCEF
E00011911,Rural,NotUCEF
E00011912,Urban,UCEF
E00011913,Urban,UCEF
E00011914,Urban,UCEF
E00011915,Urban,UCEF
E00011916,Urban,UCEF
E00011917,Urban,UCEF
E00011918,Urban,UCEF
E00011919,Urban,UCEF
E00011920,Urban,UCEF
E00011921,Urban,UCEF
E00011922,Urban,UCEF
E00011923,Urban,UCEF
E00011924,Rural,NotUCEF
E00011925,Urban,UCEF
E00011926,Urban,UCEF
E00011927,Urban,UCEF
E00011928,Urban,UCEF
E00011929,Urban,UCEF
E00011930,Urban,UCEF
E00011931,Urban,UCEF
E00011932,Urban,UCEF
E00011933,Urban,UCEF
E00011934,Urban,UCEF
E00011935,Urban,UCEF
E00011936,Urban,UCEF
E00011937,Urban,UCEF
E00011938,Urban,UCEF
E00011939,Urban,UCEF
E00011940,Urban,UCEF
E00011941,Urban,UCEF
E00011942,Urban,UCEF
E00011943,Urban,UCEF
E00011944,Urban,UCEF
E00011945,Urban,UCEF
E00011946,Urban,UCEF
E00011947,Urban,UCEF
E00011948,Urban,UCEF
E00011949,Urban,UCEF
E00011950,Urban,UCEF
E00011951,Urban,UCEF
E00011952,Urban,UCEF
E00011953,Urban,UCEF
E00011954,Urban,UCEF
E00011955,Urban,UCEF
E00011956,Urban,UCEF
E00011957,Urban,UCEF
E00011958,Urban,UCEF
E00011959,Urban,UCEF
E00011960,Urban,UCEF
E00011961,Urban,UCEF
E00011962,Urban,UCEF
E00011963,Urban,UCEF
E00011964,Urban,UCEF
E00011965,Urban,UCEF
E00011966,Urban,UCEF
E00011967,Urban,UCEF
E00011968,Urban,UCEF
E00011969,Urban,UCEF
E00011970,Urban,UCEF
E00011971,Urban,UCEF
E00011972,Urban,UCEF
E00011973,Urban,UCEF
E00011974,Urban,UCEF
E00011975,Urban,UCEF
E00011976,Urban,UCEF
E00011977,Urban,UCEF
E00011978,Urban,UCEF
E00011979,Urban,UCEF
E00011980,Urban,UCEF
E00011982,Urban,UCEF
E00011983,Urban,UCEF
E00011984,Urban,UCEF
E00011985,Urban,UCEF
E00011986,Urban,UCEF
E00011987,Urban,UCEF
E00011988,Urban,UCEF
E00011989,Urban,UCEF
E00011990,Urban,UCEF
E00011991,Urban,UCEF
E00011992,Urban,UCEF
E00011993,Urban,UCEF
E00011994,Urban,UCEF
E00011995,Urban,UCEF
E00011996,Urban,UCEF
E00011997,Urban,UCEF
E00011998,Urban,UCEF
E00011999,Urban,UCEF
E00012000,Urban,UCEF
E00012001,Urban,UCEF
E00012002,Urban,UCEF
E00012003,Urban,UCEF
E00012004,Urban,UCEF
E00012005,Urban,UCEF
E00012006,Urban,UCEF
E00012007,Urban,UCEF
E00012008,Urban,UCEF
E00012009,Urban,UCEF
E00012010,Urban,UCEF
E00012011,Urban,UCEF
E00012012,Urban,UCEF
E00012013,Urban,UCEF
E00012015,Urban,UCEF
E00012016,Urban,UCEF
E00012017,Urban,UCEF
E00012018,Urban,UCEF
E00012019,Urban,UCEF
E00012020,Urban,UCEF
E00012021,Urban,UCEF
E00012023,Urban,UCEF
E00012024,Urban,UCEF
E00012025,Urban,UCEF
E00012026,Urban,UCEF
E00012027,Urban,UCEF
E00012028,Urban,UCEF
E00012029,Urban,UCEF
E00012030,Urban,UCEF
E00012031,Urban,UCEF
E00012032,Urban,UCEF
E00012033,Urban,UCEF
E00012034,Urban,UCEF
E00012035,Urban,UCEF
E00012036,Urban,UCEF
E00012037,Urban,UCEF
E00012038,Urban,UCEF
E00012039,Urban,UCEF
E00012040,Urban,UCEF
E00012041,Urban,UCEF
E00012042,Urban,UCEF
E00012043,Urban,UCEF
E00012044,Urban,UCEF
E00012045,Urban,UCEF
E00012046,Urban,UCEF
E00012047,Urban,UCEF
E00012048,Urban,UCEF
E00012049,Urban,UCEF
E00012050,Urban,UCEF
E00012051,Urban,UCEF
E00012052,Urban,UCEF
E00012053,Urban,UCEF
E00012054,Urban,UCEF
E00012055,Urban,UCEF
E00012056,Urban,UCEF
E00012057,Urban,UCEF
E00012058,Urban,UCEF
E00012059,Urban,UCEF
E00012060,Urban,UCEF
E00012061,Urban,UCEF
E00012062,Urban,UCEF
E00012063,Urban,UCEF
E00012064,Urban,UCEF
E00012065,Urban,UCEF
E00012066,Urban,UCEF
E00012067,Urban,UCEF
E00012068,Urban,UCEF
E00012069,Urban,UCEF
E00012070,Urban,UCEF
E00012071,Urban,UCEF
E00012072,Urban,UCEF
E00012073,Urban,UCEF
E00012074,Urban,UCEF
E00012075,Urban,UCEF
E00012076,Urban,UCEF
E00012077,Urban,UCEF
E00012078,Urban,UCEF
E00012079,Urban,UCEF
E00012080,Urban,UCEF
E00012081,Urban,UCEF
E00012082,Urban,UCEF
E00012083,Urban,UCEF
E00012084,Urban,UCEF
E00012085,Urban,UCEF
E00012086,Urban,UCEF
E00012087,Urban,UCEF
E00012088,Urban,UCEF
E00012089,Urban,UCEF
E00012090,Urban,UCEF
E00012091,Urban,UCEF
E00012092,Urban,UCEF
E00012093,Urban,UCEF
E00012094,Urban,UCEF
E00012095,Urban,UCEF
E00012096,Urban,UCEF
E00012097,Urban,UCEF
E00012098,Urban,UCEF
E00012099,Urban,UCEF
E00012100,Urban,UCEF
E00012101,Urban,UCEF
E00012102,Urban,UCEF
E00012103,Urban,UCEF
E00012104,Urban,UCEF
E00012105,Urban,UCEF
E00012106,Urban,UCEF
E00012107,Urban,UCEF
E00012108,Urban,UCEF
E00012109,Urban,UCEF
E00012110,Urban,UCEF
E00012111,Urban,UCEF
E00012112,Urban,UCEF
E00012113,Urban,UCEF
E00012114,Urban,UCEF
E00012115,Urban,UCEF
E00012116,Urban,UCEF
E00012117,Urban,UCEF
E00012118,Urban,UCEF
E00012119,Urban,UCEF
E00012120,Urban,UCEF
E00012121,Urban,UCEF
E00012122,Urban,UCEF
E00012123,Urban,UCEF
E00012124,Urban,UCEF
E00012126,Urban,UCEF
E00012127,Urban,UCEF
E00012128,Urban,UCEF
E00012129,Urban,UCEF
E00012130,Urban,UCEF
E00012131,Urban,UCEF
E00012132,Urban,UCEF
E00012133,Urban,UCEF
E00012134,Urban,UCEF
E00012135,Urban,UCEF
E00012136,Urban,UCEF
E00012137,Urban,UCEF
E00012138,Urban,UCEF
E00012139,Urban,UCEF
E00012140,Urban,UCEF
E00012141,Urban,UCEF
E00012142,Urban,UCEF
E00012143,Urban,UCEF
E00012144,Urban,UCEF
E00012145,Urban,UCEF
E00012146,Urban,UCEF
E00012147,Urban,UCEF
E00012148,Urban,UCEF
E00012149,Rural,NotUCEF
E00012150,Rural,NotUCEF
E00012151,Rural,NotUCEF
E00012152,Rural,NotUCEF
E00012153,Rural,NotUCEF
E00012154,Rural,NotUCEF
E00012155,Rural,NotUCEF
E00012156,Rural,NotUCEF
E00012157,Rural,NotUCEF
