oa11,Final_Rurality,FundingStreamEligibilty
E00001021,Urban,UCEF
E00001022,Urban,UCEF
E00001023,Urban,UCEF
E00001024,Urban,UCEF
E00001025,Urban,UCEF
E00001026,Urban,UCEF
E00001027,Urban,UCEF
E00001028,Urban,UCEF
E00001029,Urban,UCEF
E00001030,Urban,UCEF
E00001031,Urban,UCEF
E00001032,Urban,UCEF
E00001033,Urban,UCEF
E00001034,Urban,UCEF
E00001035,Urban,UCEF
E00001036,Urban,UCEF
E00001037,Urban,UCEF
E00001038,Urban,UCEF
E00001039,Urban,UCEF
E00001040,Urban,UCEF
E00001041,Urban,UCEF
E00001042,Urban,UCEF
E00001043,Urban,UCEF
E00001044,Urban,UCEF
E00001045,Urban,UCEF
E00001046,Urban,UCEF
E00001047,Urban,UCEF
E00001048,Urban,UCEF
E00001049,Urban,UCEF
E00001050,Urban,UCEF
E00001051,Urban,UCEF
E00001052,Urban,UCEF
E00001053,Urban,UCEF
E00001054,Urban,UCEF
E00001055,Urban,UCEF
E00001056,Urban,UCEF
E00001057,Urban,UCEF
E00001058,Urban,UCEF
E00001059,Urban,UCEF
E00001060,Urban,UCEF
E00001061,Urban,UCEF
E00001062,Urban,UCEF
E00001063,Urban,UCEF
E00001064,Urban,UCEF
E00001065,Urban,UCEF
E00001066,Urban,UCEF
E00001067,Urban,UCEF
E00001068,Urban,UCEF
E00001069,Urban,UCEF
E00001070,Urban,UCEF
E00001071,Urban,UCEF
E00001072,Urban,UCEF
E00001073,Urban,UCEF
E00001074,Urban,UCEF
E00001075,Urban,UCEF
E00001076,Urban,UCEF
E00001077,Urban,UCEF
E00001078,Urban,UCEF
E00001079,Urban,UCEF
E00001080,Urban,UCEF
E00001081,Urban,UCEF
E00001082,Urban,UCEF
E00001083,Urban,UCEF
E00001084,Urban,UCEF
E00001085,Urban,UCEF
E00001086,Urban,UCEF
E00001087,Urban,UCEF
E00001088,Urban,UCEF
E00001089,Urban,UCEF
E00001090,Urban,UCEF
E00001091,Urban,UCEF
E00001092,Urban,UCEF
E00001093,Urban,UCEF
E00001094,Urban,UCEF
E00001095,Urban,UCEF
E00001096,Urban,UCEF
E00001097,Urban,UCEF
E00001098,Urban,UCEF
E00001099,Urban,UCEF
E00001100,Urban,UCEF
E00001101,Urban,UCEF
E00001102,Urban,UCEF
E00001103,Urban,UCEF
E00001104,Urban,UCEF
E00001105,Urban,UCEF
E00001106,Urban,UCEF
E00001107,Urban,UCEF
E00001108,Urban,UCEF
E00001109,Urban,UCEF
E00001110,Urban,UCEF
E00001111,Urban,UCEF
E00001112,Urban,UCEF
E00001113,Urban,UCEF
E00001114,Urban,UCEF
E00001115,Urban,UCEF
E00001116,Urban,UCEF
E00001117,Urban,UCEF
E00001118,Urban,UCEF
E00001119,Urban,UCEF
E00001120,Urban,UCEF
E00001121,Urban,UCEF
E00001122,Urban,UCEF
E00001123,Urban,UCEF
E00001124,Urban,UCEF
E00001125,Urban,UCEF
E00001126,Urban,UCEF
E00001127,Urban,UCEF
E00001128,Urban,UCEF
E00001129,Urban,UCEF
E00001130,Urban,UCEF
E00001131,Urban,UCEF
E00001132,Urban,UCEF
E00001133,Urban,UCEF
E00001134,Urban,UCEF
E00001135,Urban,UCEF
E00001136,Urban,UCEF
E00001137,Urban,UCEF
E00001138,Urban,UCEF
E00001139,Urban,UCEF
E00001140,Urban,UCEF
E00001141,Urban,UCEF
E00001142,Urban,UCEF
E00001143,Urban,UCEF
E00001144,Urban,UCEF
E00001145,Urban,UCEF
E00001146,Urban,UCEF
E00001147,Urban,UCEF
E00001148,Urban,UCEF
E00001149,Urban,UCEF
E00001150,Urban,UCEF
E00001151,Urban,UCEF
E00001152,Urban,UCEF
E00001153,Urban,UCEF
E00001154,Urban,UCEF
E00001155,Urban,UCEF
E00001156,Urban,UCEF
E00001157,Urban,UCEF
E00001158,Urban,UCEF
E00001159,Urban,UCEF
E00001160,Urban,UCEF
E00001161,Urban,UCEF
E00001162,Urban,UCEF
E00001163,Urban,UCEF
E00001164,Urban,UCEF
E00001165,Urban,UCEF
E00001166,Urban,UCEF
E00001167,Urban,UCEF
E00001168,Urban,UCEF
E00001169,Urban,UCEF
E00001170,Urban,UCEF
E00001171,Urban,UCEF
E00001172,Urban,UCEF
E00001173,Urban,UCEF
E00001174,Urban,UCEF
E00001175,Urban,UCEF
E00001176,Urban,UCEF
E00001177,Urban,UCEF
E00001178,Urban,UCEF
E00001179,Urban,UCEF
E00001180,Urban,UCEF
E00001181,Urban,UCEF
E00001182,Urban,UCEF
E00001183,Urban,UCEF
E00001184,Urban,UCEF
E00001185,Urban,UCEF
E00001186,Urban,UCEF
E00001187,Urban,UCEF
E00001188,Urban,UCEF
E00001189,Urban,UCEF
E00001191,Urban,UCEF
E00001192,Urban,UCEF
E00001193,Urban,UCEF
E00001194,Urban,UCEF
E00001195,Urban,UCEF
E00001196,Urban,UCEF
E00001197,Urban,UCEF
E00001198,Urban,UCEF
E00001199,Urban,UCEF
E00001200,Urban,UCEF
E00001201,Urban,UCEF
E00001202,Urban,UCEF
E00001203,Urban,UCEF
E00001204,Urban,UCEF
E00001205,Urban,UCEF
E00001206,Urban,UCEF
E00001207,Urban,UCEF
E00001208,Urban,UCEF
E00001209,Urban,UCEF
E00001210,Urban,UCEF
E00001211,Urban,UCEF
E00001212,Urban,UCEF
E00001213,Urban,UCEF
E00001214,Urban,UCEF
E00001215,Urban,UCEF
E00001216,Urban,UCEF
E00001217,Urban,UCEF
E00001218,Urban,UCEF
E00001219,Urban,UCEF
E00001220,Urban,UCEF
E00001221,Urban,UCEF
E00001222,Urban,UCEF
E00001223,Urban,UCEF
E00001224,Urban,UCEF
E00001225,Urban,UCEF
E00001226,Urban,UCEF
E00001227,Urban,UCEF
E00001228,Urban,UCEF
E00001229,Urban,UCEF
E00001230,Urban,UCEF
E00001231,Urban,UCEF
E00001232,Urban,UCEF
E00001233,Urban,UCEF
E00001234,Urban,UCEF
E00001235,Urban,UCEF
E00001236,Urban,UCEF
E00001237,Urban,UCEF
E00001238,Urban,UCEF
E00001239,Urban,UCEF
E00001240,Urban,UCEF
E00001241,Urban,UCEF
E00001242,Urban,UCEF
E00001243,Urban,UCEF
E00001244,Urban,UCEF
E00001245,Urban,UCEF
E00001246,Urban,UCEF
E00001247,Urban,UCEF
E00001248,Urban,UCEF
E00001249,Urban,UCEF
E00001250,Urban,UCEF
E00001251,Urban,UCEF
E00001252,Urban,UCEF
E00001253,Urban,UCEF
E00001254,Urban,UCEF
E00001255,Urban,UCEF
E00001256,Urban,UCEF
E00001257,Urban,UCEF
E00001258,Urban,UCEF
E00001259,Urban,UCEF
E00001260,Urban,UCEF
E00001261,Urban,UCEF
E00001262,Urban,UCEF
E00001263,Urban,UCEF
E00001265,Urban,UCEF
E00001266,Urban,UCEF
E00001267,Urban,UCEF
E00001268,Urban,UCEF
E00001269,Urban,UCEF
E00001270,Urban,UCEF
E00001271,Urban,UCEF
E00001272,Urban,UCEF
E00001273,Urban,UCEF
E00001274,Urban,UCEF
E00001275,Urban,UCEF
E00001276,Urban,UCEF
E00001277,Urban,UCEF
E00001278,Urban,UCEF
E00001279,Urban,UCEF
E00001280,Urban,UCEF
E00001281,Urban,UCEF
E00001282,Urban,UCEF
E00001283,Urban,UCEF
E00001284,Urban,UCEF
E00001285,Urban,UCEF
E00001286,Urban,UCEF
E00001288,Urban,UCEF
E00001289,Urban,UCEF
E00001290,Urban,UCEF
E00001291,Urban,UCEF
E00001292,Urban,UCEF
E00001293,Urban,UCEF
E00001294,Urban,UCEF
E00001295,Urban,UCEF
E00001296,Urban,UCEF
E00001297,Urban,UCEF
E00001298,Urban,UCEF
E00001299,Urban,UCEF
E00001300,Urban,UCEF
E00001301,Urban,UCEF
E00001302,Urban,UCEF
E00001303,Urban,UCEF
E00001304,Urban,UCEF
E00001305,Urban,UCEF
E00001306,Urban,UCEF
E00001307,Urban,UCEF
E00001308,Urban,UCEF
E00001309,Urban,UCEF
E00001310,Urban,UCEF
E00001311,Urban,UCEF
E00001312,Urban,UCEF
E00001313,Urban,UCEF
E00001314,Urban,UCEF
E00001315,Urban,UCEF
E00001316,Urban,UCEF
E00001317,Urban,UCEF
E00001318,Urban,UCEF
E00001319,Urban,UCEF
E00001320,Urban,UCEF
E00001321,Urban,UCEF
E00001322,Urban,UCEF
E00001323,Urban,UCEF
E00001324,Urban,UCEF
E00001325,Urban,UCEF
E00001326,Urban,UCEF
E00001327,Urban,UCEF
E00001328,Urban,UCEF
E00001329,Urban,UCEF
E00001330,Urban,UCEF
E00001331,Urban,UCEF
E00001332,Urban,UCEF
E00001333,Urban,UCEF
E00001334,Urban,UCEF
E00001335,Urban,UCEF
E00001336,Urban,UCEF
E00001337,Urban,UCEF
E00001338,Urban,UCEF
E00001339,Urban,UCEF
E00001340,Urban,UCEF
E00001341,Urban,UCEF
E00001342,Urban,UCEF
E00001343,Urban,UCEF
E00001344,Urban,UCEF
E00001345,Urban,UCEF
E00001346,Urban,UCEF
E00001347,Urban,UCEF
E00001348,Urban,UCEF
E00001349,Urban,UCEF
E00001350,Urban,UCEF
E00001351,Urban,UCEF
E00001352,Urban,UCEF
E00001353,Urban,UCEF
E00001354,Urban,UCEF
E00001355,Urban,UCEF
E00001356,Urban,UCEF
E00001357,Urban,UCEF
E00001358,Urban,UCEF
E00001359,Urban,UCEF
E00001360,Urban,UCEF
E00001361,Urban,UCEF
E00001362,Urban,UCEF
E00001363,Urban,UCEF
E00001364,Urban,UCEF
E00001365,Urban,UCEF
E00001366,Urban,UCEF
E00001367,Urban,UCEF
E00001368,Urban,UCEF
E00001369,Urban,UCEF
E00001370,Urban,UCEF
E00001371,Urban,UCEF
E00001372,Urban,UCEF
E00001373,Urban,UCEF
E00001374,Urban,UCEF
E00001375,Urban,UCEF
E00001376,Urban,UCEF
E00001377,Urban,UCEF
E00001378,Urban,UCEF
E00001379,Urban,UCEF
E00001380,Urban,UCEF
E00001381,Urban,UCEF
E00001382,Urban,UCEF
E00001383,Urban,UCEF
E00001384,Urban,UCEF
E00001385,Urban,UCEF
E00001386,Urban,UCEF
E00001387,Urban,UCEF
E00001388,Urban,UCEF
E00001389,Urban,UCEF
E00001390,Urban,UCEF
E00001391,Urban,UCEF
E00001392,Urban,UCEF
E00001393,Urban,UCEF
E00001394,Urban,UCEF
E00001395,Urban,UCEF
E00001396,Urban,UCEF
E00001397,Urban,UCEF
E00001398,Urban,UCEF
E00001399,Urban,UCEF
E00001400,Urban,UCEF
E00001401,Urban,UCEF
E00001402,Urban,UCEF
E00001403,Urban,UCEF
E00001404,Urban,UCEF
E00001405,Urban,UCEF
E00001406,Urban,UCEF
E00001407,Urban,UCEF
E00001408,Urban,UCEF
E00001409,Urban,UCEF
E00001410,Urban,UCEF
E00001411,Urban,UCEF
E00001412,Urban,UCEF
E00001413,Urban,UCEF
E00001414,Urban,UCEF
E00001415,Urban,UCEF
E00001416,Urban,UCEF
E00001417,Urban,UCEF
E00001418,Urban,UCEF
E00001419,Urban,UCEF
E00001420,Urban,UCEF
E00001421,Urban,UCEF
E00001422,Urban,UCEF
E00001423,Urban,UCEF
E00001424,Urban,UCEF
E00001425,Urban,UCEF
E00001426,Urban,UCEF
E00001427,Urban,UCEF
E00001428,Urban,UCEF
E00001429,Urban,UCEF
E00001430,Urban,UCEF
E00001431,Urban,UCEF
E00001432,Urban,UCEF
E00001433,Urban,UCEF
E00001434,Urban,UCEF
E00001435,Urban,UCEF
E00001436,Urban,UCEF
E00001437,Urban,UCEF
E00001438,Urban,UCEF
E00001439,Urban,UCEF
E00001440,Urban,UCEF
E00001441,Urban,UCEF
E00001442,Urban,UCEF
E00001443,Urban,UCEF
E00001444,Urban,UCEF
E00001445,Urban,UCEF
E00001446,Urban,UCEF
E00001447,Urban,UCEF
E00001448,Urban,UCEF
E00001449,Urban,UCEF
E00001450,Urban,UCEF
E00001451,Urban,UCEF
E00001452,Urban,UCEF
E00001453,Urban,UCEF
E00001454,Urban,UCEF
E00001455,Urban,UCEF
E00001456,Urban,UCEF
E00001457,Urban,UCEF
E00001458,Urban,UCEF
E00001459,Urban,UCEF
E00001460,Urban,UCEF
E00001461,Urban,UCEF
E00001462,Urban,UCEF
E00001463,Urban,UCEF
E00001464,Urban,UCEF
E00001465,Urban,UCEF
E00001466,Urban,UCEF
E00001467,Urban,UCEF
E00001468,Urban,UCEF
E00001469,Urban,UCEF
E00001470,Urban,UCEF
E00001471,Urban,UCEF
E00001472,Urban,UCEF
E00001474,Urban,UCEF
E00001475,Urban,UCEF
E00001476,Urban,UCEF
E00001477,Urban,UCEF
E00001478,Urban,UCEF
E00001479,Urban,UCEF
E00001480,Urban,UCEF
E00001481,Urban,UCEF
E00001482,Urban,UCEF
E00001483,Urban,UCEF
E00001484,Urban,UCEF
E00001485,Urban,UCEF
E00001486,Urban,UCEF
E00001487,Urban,UCEF
E00001488,Urban,UCEF
E00001489,Urban,UCEF
E00001490,Urban,UCEF
E00001491,Urban,UCEF
E00001492,Urban,UCEF
E00001493,Urban,UCEF
E00001494,Urban,UCEF
E00001495,Urban,UCEF
E00001496,Urban,UCEF
E00001497,Urban,UCEF
E00001498,Urban,UCEF
E00001499,Urban,UCEF
E00001500,Urban,UCEF
E00001501,Urban,UCEF
E00001502,Urban,UCEF
E00001503,Urban,UCEF
E00001504,Urban,UCEF
E00001505,Urban,UCEF
E00001506,Urban,UCEF
E00001507,Urban,UCEF
E00001508,Urban,UCEF
E00001509,Urban,UCEF
E00001510,Urban,UCEF
E00001511,Urban,UCEF
E00001512,Urban,UCEF
E00001513,Urban,UCEF
E00001514,Urban,UCEF
E00001515,Urban,UCEF
E00001516,Urban,UCEF
E00001517,Urban,UCEF
E00001518,Urban,UCEF
E00001519,Urban,UCEF
E00001520,Urban,UCEF
E00001521,Urban,UCEF
E00001522,Urban,UCEF
E00001523,Urban,UCEF
E00001524,Urban,UCEF
E00001525,Urban,UCEF
E00001526,Urban,UCEF
E00001527,Urban,UCEF
E00001528,Urban,UCEF
E00001529,Urban,UCEF
E00001530,Urban,UCEF
E00001531,Urban,UCEF
E00001532,Urban,UCEF
E00001533,Urban,UCEF
E00001534,Urban,UCEF
E00001535,Urban,UCEF
E00001536,Urban,UCEF
E00001537,Urban,UCEF
E00001538,Urban,UCEF
E00001539,Urban,UCEF
E00001540,Urban,UCEF
E00001541,Urban,UCEF
E00001542,Urban,UCEF
E00001543,Urban,UCEF
E00001544,Urban,UCEF
E00001545,Urban,UCEF
E00001546,Urban,UCEF
E00001547,Urban,UCEF
E00001548,Urban,UCEF
E00001549,Urban,UCEF
E00001550,Urban,UCEF
E00001551,Urban,UCEF
E00001552,Urban,UCEF
E00001553,Urban,UCEF
E00001554,Urban,UCEF
E00001555,Urban,UCEF
E00001556,Urban,UCEF
E00001557,Urban,UCEF
E00001558,Urban,UCEF
E00001559,Urban,UCEF
E00001560,Urban,UCEF
E00001561,Urban,UCEF
E00001562,Urban,UCEF
E00001563,Urban,UCEF
E00001564,Urban,UCEF
E00001565,Urban,UCEF
E00001566,Urban,UCEF
E00001567,Urban,UCEF
E00001568,Urban,UCEF
E00001570,Urban,UCEF
E00001571,Urban,UCEF
E00001572,Urban,UCEF
E00001573,Urban,UCEF
E00001574,Urban,UCEF
E00001575,Urban,UCEF
E00001576,Urban,UCEF
E00001577,Urban,UCEF
E00001578,Urban,UCEF
E00001579,Urban,UCEF
E00001580,Urban,UCEF
E00001581,Urban,UCEF
E00001582,Urban,UCEF
E00001583,Urban,UCEF
E00001584,Urban,UCEF
E00001585,Urban,UCEF
E00001586,Urban,UCEF
E00001587,Urban,UCEF
E00001588,Urban,UCEF
E00001589,Urban,UCEF
E00001590,Urban,UCEF
E00001591,Urban,UCEF
E00001592,Urban,UCEF
E00001593,Urban,UCEF
E00001594,Urban,UCEF
E00001595,Urban,UCEF
E00001596,Urban,UCEF
E00001597,Urban,UCEF
E00001598,Urban,UCEF
E00001599,Urban,UCEF
E00001600,Urban,UCEF
E00001601,Urban,UCEF
E00001602,Urban,UCEF
E00001603,Urban,UCEF
E00001604,Urban,UCEF
E00001605,Urban,UCEF
E00001606,Urban,UCEF
E00001607,Urban,UCEF
E00001608,Urban,UCEF
E00001609,Urban,UCEF
E00001610,Urban,UCEF
E00001611,Urban,UCEF
E00001612,Urban,UCEF
E00001613,Urban,UCEF
E00001614,Urban,UCEF
E00001615,Urban,UCEF
E00001616,Urban,UCEF
E00001617,Urban,UCEF
E00001618,Urban,UCEF
E00001619,Urban,UCEF
E00001620,Urban,UCEF
E00001621,Urban,UCEF
E00001622,Urban,UCEF
E00001623,Urban,UCEF
E00001624,Urban,UCEF
E00001625,Urban,UCEF
E00001626,Urban,UCEF
E00001627,Urban,UCEF
E00001628,Urban,UCEF
E00001629,Urban,UCEF
E00001630,Urban,UCEF
E00001631,Urban,UCEF
E00001632,Urban,UCEF
E00001633,Urban,UCEF
E00001634,Urban,UCEF
E00001635,Urban,UCEF
E00001636,Urban,UCEF
E00001637,Urban,UCEF
E00001638,Urban,UCEF
E00001639,Urban,UCEF
E00001640,Urban,UCEF
E00001641,Urban,UCEF
E00001642,Urban,UCEF
E00001643,Urban,UCEF
E00001644,Urban,UCEF
E00001645,Urban,UCEF
E00001646,Urban,UCEF
E00001647,Urban,UCEF
E00001648,Urban,UCEF
E00001649,Urban,UCEF
E00001650,Urban,UCEF
E00001651,Urban,UCEF
E00001652,Urban,UCEF
E00001653,Urban,UCEF
E00001654,Urban,UCEF
E00001655,Urban,UCEF
E00001656,Urban,UCEF
E00001657,Urban,UCEF
E00001658,Urban,UCEF
E00001659,Urban,UCEF
E00001660,Urban,UCEF
E00001661,Urban,UCEF
E00001662,Urban,UCEF
E00001663,Urban,UCEF
E00001664,Urban,UCEF
E00001665,Urban,UCEF
E00001666,Urban,UCEF
E00001667,Urban,UCEF
E00001668,Urban,UCEF
E00001669,Urban,UCEF
E00001670,Urban,UCEF
E00001671,Urban,UCEF
E00001672,Urban,UCEF
E00001673,Urban,UCEF
E00001674,Urban,UCEF
E00001675,Urban,UCEF
E00001676,Urban,UCEF
E00001677,Urban,UCEF
E00001678,Urban,UCEF
E00001679,Urban,UCEF
E00001680,Urban,UCEF
E00001681,Urban,UCEF
E00001682,Urban,UCEF
E00001683,Urban,UCEF
E00001684,Urban,UCEF
E00001685,Urban,UCEF
E00001686,Urban,UCEF
E00001687,Urban,UCEF
E00001688,Urban,UCEF
E00001689,Urban,UCEF
E00001690,Urban,UCEF
E00001691,Urban,UCEF
E00001692,Urban,UCEF
E00001693,Urban,UCEF
E00001694,Urban,UCEF
E00001695,Urban,UCEF
E00001696,Urban,UCEF
E00001697,Urban,UCEF
E00001698,Urban,UCEF
E00001699,Urban,UCEF
E00001700,Urban,UCEF
E00001701,Urban,UCEF
E00001702,Urban,UCEF
E00001703,Urban,UCEF
E00001704,Urban,UCEF
E00001705,Urban,UCEF
E00001706,Urban,UCEF
E00001707,Urban,UCEF
E00001708,Urban,UCEF
E00001709,Urban,UCEF
E00001710,Urban,UCEF
E00001711,Urban,UCEF
E00001712,Urban,UCEF
E00001713,Urban,UCEF
E00001714,Urban,UCEF
E00001715,Urban,UCEF
E00001716,Urban,UCEF
E00001717,Urban,UCEF
E00001718,Urban,UCEF
E00001719,Urban,UCEF
E00001720,Urban,UCEF
E00001721,Urban,UCEF
E00001722,Urban,UCEF
E00001723,Urban,UCEF
E00001724,Urban,UCEF
E00001725,Urban,UCEF
E00001726,Urban,UCEF
E00001727,Urban,UCEF
E00001728,Urban,UCEF
E00001729,Urban,UCEF
E00001730,Urban,UCEF
E00001731,Urban,UCEF
E00001732,Urban,UCEF
E00001733,Urban,UCEF
E00001734,Urban,UCEF
E00001735,Urban,UCEF
E00001736,Urban,UCEF
E00001737,Urban,UCEF
E00001738,Urban,UCEF
E00001739,Urban,UCEF
E00001740,Urban,UCEF
E00001741,Urban,UCEF
E00001742,Urban,UCEF
E00001743,Urban,UCEF
E00001744,Urban,UCEF
E00001745,Urban,UCEF
E00001746,Urban,UCEF
E00001747,Urban,UCEF
E00001748,Urban,UCEF
E00001749,Urban,UCEF
E00001750,Urban,UCEF
E00001751,Urban,UCEF
E00001752,Urban,UCEF
E00001753,Urban,UCEF
E00001754,Urban,UCEF
E00001755,Urban,UCEF
E00001756,Urban,UCEF
E00001757,Urban,UCEF
E00001758,Urban,UCEF
E00001759,Urban,UCEF
E00001760,Urban,UCEF
E00001761,Urban,UCEF
E00001762,Urban,UCEF
E00001763,Urban,UCEF
E00001764,Urban,UCEF
E00001765,Urban,UCEF
E00001766,Urban,UCEF
E00001767,Urban,UCEF
E00001768,Urban,UCEF
E00001769,Urban,UCEF
E00001770,Urban,UCEF
E00001771,Urban,UCEF
E00001772,Urban,UCEF
E00001773,Urban,UCEF
E00001774,Urban,UCEF
E00001775,Urban,UCEF
E00001776,Urban,UCEF
E00001777,Urban,UCEF
E00001778,Urban,UCEF
E00001779,Urban,UCEF
E00001780,Urban,UCEF
E00001781,Urban,UCEF
E00001782,Urban,UCEF
E00001783,Urban,UCEF
E00001784,Urban,UCEF
E00001785,Urban,UCEF
E00001786,Urban,UCEF
E00001787,Urban,UCEF
E00001788,Urban,UCEF
E00001789,Urban,UCEF
E00001790,Urban,UCEF
E00001791,Urban,UCEF
E00001792,Urban,UCEF
E00001793,Urban,UCEF
E00001794,Urban,UCEF
E00001795,Urban,UCEF
E00001796,Urban,UCEF
E00001797,Urban,UCEF
E00001798,Urban,UCEF
E00001799,Urban,UCEF
E00001800,Urban,UCEF
E00001801,Urban,UCEF
E00001802,Urban,UCEF
E00001803,Urban,UCEF
E00001804,Urban,UCEF
E00001805,Urban,UCEF
E00001806,Urban,UCEF
E00001807,Urban,UCEF
E00001808,Urban,UCEF
E00001809,Urban,UCEF
E00001810,Urban,UCEF
E00001811,Urban,UCEF
E00001812,Urban,UCEF
E00001813,Urban,UCEF
E00001814,Urban,UCEF
E00001815,Urban,UCEF
E00001816,Urban,UCEF
E00001817,Urban,UCEF
E00001818,Urban,UCEF
E00001819,Urban,UCEF
E00001820,Urban,UCEF
E00001821,Urban,UCEF
E00001822,Urban,UCEF
E00001823,Urban,UCEF
E00001824,Urban,UCEF
E00001825,Urban,UCEF
E00001826,Urban,UCEF
E00001828,Urban,UCEF
E00001829,Urban,UCEF
E00001830,Urban,UCEF
E00001831,Urban,UCEF
E00001832,Urban,UCEF
E00001833,Urban,UCEF
E00001834,Urban,UCEF
E00001835,Urban,UCEF
E00001836,Urban,UCEF
E00001837,Urban,UCEF
E00001838,Urban,UCEF
E00001839,Urban,UCEF
E00001840,Urban,UCEF
E00001841,Urban,UCEF
E00001842,Urban,UCEF
E00001843,Urban,UCEF
E00001844,Urban,UCEF
E00001845,Urban,UCEF
E00001846,Urban,UCEF
E00001847,Urban,UCEF
E00001848,Urban,UCEF
E00001849,Urban,UCEF
E00001851,Urban,UCEF
E00001852,Urban,UCEF
E00001853,Urban,UCEF
E00001854,Urban,UCEF
E00001855,Urban,UCEF
E00001856,Urban,UCEF
E00001857,Urban,UCEF
E00001858,Urban,UCEF
E00001859,Urban,UCEF
E00001860,Urban,UCEF
E00001861,Urban,UCEF
E00001862,Urban,UCEF
E00001863,Urban,UCEF
E00001864,Urban,UCEF
E00001865,Urban,UCEF
E00001866,Urban,UCEF
E00001867,Urban,UCEF
E00001868,Urban,UCEF
E00001869,Urban,UCEF
E00001870,Urban,UCEF
E00001871,Urban,UCEF
E00001872,Urban,UCEF
E00001873,Urban,UCEF
E00001874,Urban,UCEF
E00001875,Urban,UCEF
E00001876,Urban,UCEF
E00001877,Rural,NotUCEF
E00001878,Urban,UCEF
E00001879,Urban,UCEF
E00001880,Urban,UCEF
E00001881,Urban,UCEF
E00001882,Urban,UCEF
E00001883,Urban,UCEF
E00001884,Urban,UCEF
E00001885,Urban,UCEF
E00001886,Urban,UCEF
E00001887,Urban,UCEF
E00001888,Urban,UCEF
E00001889,Urban,UCEF
E00001890,Urban,UCEF
E00001891,Urban,UCEF
E00001892,Urban,UCEF
E00001893,Urban,UCEF
E00001894,Urban,UCEF
E00001895,Urban,UCEF
E00001896,Urban,UCEF
E00001897,Urban,UCEF
E00001898,Urban,UCEF
E00001899,Urban,UCEF
E00001900,Urban,UCEF
E00001901,Urban,UCEF
E00001902,Urban,UCEF
E00001903,Urban,UCEF
E00001904,Urban,UCEF
E00001905,Urban,UCEF
E00001906,Urban,UCEF
E00001907,Urban,UCEF
E00001908,Urban,UCEF
E00001909,Urban,UCEF
E00001910,Urban,UCEF
E00001911,Urban,UCEF
E00001912,Urban,UCEF
E00001913,Urban,UCEF
E00001914,Urban,UCEF
E00001915,Urban,UCEF
E00001916,Urban,UCEF
E00001917,Urban,UCEF
E00001918,Urban,UCEF
E00001919,Urban,UCEF
E00001920,Urban,UCEF
E00001921,Urban,UCEF
E00001922,Urban,UCEF
E00001923,Urban,UCEF
E00001924,Urban,UCEF
E00001925,Urban,UCEF
E00001926,Urban,UCEF
E00001927,Urban,UCEF
E00001928,Urban,UCEF
E00001929,Urban,UCEF
E00001930,Urban,UCEF
E00001931,Urban,UCEF
E00001932,Urban,UCEF
E00001933,Urban,UCEF
E00001934,Urban,UCEF
E00001935,Urban,UCEF
E00001936,Urban,UCEF
E00001937,Urban,UCEF
E00001938,Urban,UCEF
E00001939,Urban,UCEF
E00001940,Urban,UCEF
E00001941,Urban,UCEF
E00001943,Urban,UCEF
E00001944,Urban,UCEF
E00001945,Urban,UCEF
E00001946,Urban,UCEF
E00001947,Urban,UCEF
E00001948,Urban,UCEF
E00001949,Urban,UCEF
E00001950,Urban,UCEF
E00001951,Urban,UCEF
E00001952,Urban,UCEF
E00001953,Urban,UCEF
E00001954,Urban,UCEF
E00001955,Urban,UCEF
E00001956,Urban,UCEF
E00001957,Urban,UCEF
E00001958,Urban,UCEF
E00001959,Urban,UCEF
E00001960,Urban,UCEF
E00001961,Urban,UCEF
E00001962,Urban,UCEF
E00001963,Urban,UCEF
E00001964,Urban,UCEF
E00001965,Urban,UCEF
E00001966,Urban,UCEF
E00001967,Urban,UCEF
E00001968,Urban,UCEF
E00001969,Urban,UCEF
E00001970,Urban,UCEF
E00001971,Urban,UCEF
E00001972,Urban,UCEF
E00001973,Urban,UCEF
E00001974,Urban,UCEF
E00001975,Urban,UCEF
E00001976,Urban,UCEF
E00001977,Urban,UCEF
E00001978,Urban,UCEF
E00001980,Urban,UCEF
E00001981,Urban,UCEF
E00001982,Urban,UCEF
E00001983,Urban,UCEF
E00001984,Urban,UCEF
E00001985,Urban,UCEF
E00001986,Urban,UCEF
E00001987,Urban,UCEF
E00001988,Urban,UCEF
E00001989,Urban,UCEF
E00001990,Urban,UCEF
E00001991,Urban,UCEF
E00001992,Urban,UCEF
E00001993,Urban,UCEF
E00001994,Urban,UCEF
E00001995,Urban,UCEF
E00001996,Urban,UCEF
E00001997,Urban,UCEF
E00001998,Urban,UCEF
E00002000,Urban,UCEF
E00002001,Urban,UCEF
E00002002,Urban,UCEF
E00002003,Urban,UCEF
E00002004,Urban,UCEF
E00002005,Urban,UCEF
E00002006,Urban,UCEF
E00002007,Urban,UCEF
E00002008,Urban,UCEF
E00002009,Urban,UCEF
E00002010,Urban,UCEF
E00002011,Urban,UCEF
E00002012,Urban,UCEF
E00002013,Urban,UCEF
E00002014,Urban,UCEF
E00002015,Urban,UCEF
E00002016,Urban,UCEF
E00002017,Urban,UCEF
E00002018,Urban,UCEF
E00002019,Urban,UCEF
E00002020,Urban,UCEF
E00002021,Urban,UCEF
E00002022,Urban,UCEF
E00002023,Urban,UCEF
E00002024,Urban,UCEF
E00002025,Urban,UCEF
E00002026,Urban,UCEF
E00002027,Urban,UCEF
E00002028,Urban,UCEF
